location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Hungary,2021-06-25,60-69,75.91,71.97
Hungary,2021-06-25,70-79,84.92,82.48
Hungary,2021-06-25,80+,73.77,70.88
Hungary,2021-07-02,18-24,51.42,40.84
Hungary,2021-07-02,25-49,58.16,52.09
Hungary,2021-07-02,50-59,68.54,64.35
Hungary,2021-07-02,60-69,76.08,73.3
Hungary,2021-07-02,70-79,85.03,83.18
Hungary,2021-07-02,80+,73.85,71.35
Hungary,2021-07-09,18-24,51.73,42.85
Hungary,2021-07-09,25-49,58.46,54.01
Hungary,2021-07-09,50-59,68.81,65.95
Hungary,2021-07-09,60-69,76.25,74.25
Hungary,2021-07-09,70-79,85.13,83.79
Hungary,2021-07-09,80+,73.91,71.76
Hungary,2021-07-16,18-24,52.02,44.49
Hungary,2021-07-16,25-49,58.76,55.45
Hungary,2021-07-16,50-59,69.09,67.08
Hungary,2021-07-16,60-69,76.43,74.93
Hungary,2021-07-16,70-79,85.23,84.25
Hungary,2021-07-16,80+,73.98,72.04
Iceland,2021-01-08,18-24,0.31,0.0
Iceland,2021-01-08,25-49,0.85,0.0
Iceland,2021-01-08,50-59,0.82,0.0
Iceland,2021-01-08,60-69,1.29,0.0
Iceland,2021-01-08,70-79,2.52,0.0
Iceland,2021-01-08,80+,18.31,0.0
Iceland,2021-01-15,18-24,0.6,0.0
Iceland,2021-01-15,25-49,1.44,0.0
Iceland,2021-01-15,50-59,1.28,0.0
Iceland,2021-01-15,60-69,1.75,0.0
Iceland,2021-01-15,70-79,2.53,0.0
Iceland,2021-01-15,80+,18.31,0.0
Iceland,2021-01-22,18-24,0.8,0.3
Iceland,2021-01-22,25-49,1.99,0.84
Iceland,2021-01-22,50-59,2.05,0.81
Iceland,2021-01-22,60-69,2.86,1.28
Iceland,2021-01-22,70-79,5.97,2.43
Iceland,2021-01-22,80+,33.96,17.47
Iceland,2021-01-29,18-24,0.8,0.3
Iceland,2021-01-29,25-49,2.03,0.84
Iceland,2021-01-29,50-59,2.1,0.81
Iceland,2021-01-29,60-69,2.91,1.28
Iceland,2021-01-29,70-79,6.16,2.46
Iceland,2021-01-29,80+,34.77,17.58
Iceland,2021-02-05,18-24,0.9,0.3
Iceland,2021-02-05,25-49,2.4,0.84
Iceland,2021-02-05,50-59,2.53,0.82
Iceland,2021-02-05,60-69,3.25,1.29
Iceland,2021-02-05,70-79,6.78,2.47
Iceland,2021-02-05,80+,43.87,17.79
Iceland,2021-02-12,18-24,2.16,0.49
Iceland,2021-02-12,25-49,2.79,1.29
Iceland,2021-02-12,50-59,3.02,1.14
Iceland,2021-02-12,60-69,3.5,1.55
Iceland,2021-02-12,70-79,6.8,2.49
Iceland,2021-02-12,80+,43.87,17.8
Iceland,2021-02-19,18-24,3.22,0.78
Iceland,2021-02-19,25-49,3.79,2.01
Iceland,2021-02-19,50-59,4.3,2.08
Iceland,2021-02-19,60-69,5.2,2.9
Iceland,2021-02-19,70-79,7.06,5.97
Iceland,2021-02-19,80+,45.29,33.99
Iceland,2021-02-26,18-24,4.72,0.87
Iceland,2021-02-26,25-49,4.7,2.37
Iceland,2021-02-26,50-59,5.54,2.5
Iceland,2021-02-26,60-69,6.13,3.24
Iceland,2021-02-26,70-79,8.5,6.61
Iceland,2021-02-26,80+,52.66,43.1
Iceland,2021-03-05,18-24,6.07,0.87
Iceland,2021-03-05,25-49,5.99,2.38
Iceland,2021-03-05,50-59,7.04,2.51
Iceland,2021-03-05,60-69,7.09,3.24
Iceland,2021-03-05,70-79,9.47,6.63
Iceland,2021-03-05,80+,90.98,43.26
Iceland,2021-03-12,18-24,6.37,0.88
Iceland,2021-03-12,25-49,6.49,2.4
Iceland,2021-03-12,50-59,7.8,2.54
Iceland,2021-03-12,60-69,8.87,3.34
Iceland,2021-03-12,70-79,19.38,6.68
Iceland,2021-03-12,80+,97.27,43.91
Iceland,2021-03-19,18-24,6.37,1.02
Iceland,2021-03-19,25-49,6.52,2.68
Iceland,2021-03-19,50-59,7.84,2.95
Iceland,2021-03-19,60-69,9.13,4.46
Iceland,2021-03-19,70-79,34.83,8.22
Iceland,2021-03-19,80+,97.9,50.29
Iceland,2021-03-26,18-24,6.7,1.14
Iceland,2021-03-26,25-49,7.0,2.89
Iceland,2021-03-26,50-59,8.54,3.15
Iceland,2021-03-26,60-69,9.65,5.07
Iceland,2021-03-26,70-79,61.85,9.17
Iceland,2021-03-26,80+,98.14,88.64
Iceland,2021-04-02,18-24,7.02,1.19
Iceland,2021-04-02,25-49,7.66,2.94
Iceland,2021-04-02,50-59,9.36,3.21
Iceland,2021-04-02,60-69,10.85,6.41
Iceland,2021-04-02,70-79,75.16,18.24
Iceland,2021-04-02,80+,98.32,95.87
Iceland,2021-04-09,18-24,7.42,1.2
Iceland,2021-04-09,25-49,8.3,2.96
Iceland,2021-04-09,50-59,11.65,3.26
Iceland,2021-04-09,60-69,21.23,6.65
Iceland,2021-04-09,70-79,96.85,33.1
Iceland,2021-04-09,80+,98.68,97.09
Iceland,2021-04-16,18-24,7.87,1.49
Iceland,2021-04-16,25-49,10.31,3.38
Iceland,2021-04-16,50-59,14.57,3.89
Iceland,2021-04-16,60-69,34.04,7.22
Iceland,2021-04-16,70-79,99.01,34.88
Iceland,2021-04-16,80+,98.82,97.65
Iceland,2021-04-23,18-24,9.45,1.82
Iceland,2021-04-23,25-49,13.13,4.07
Iceland,2021-04-23,50-59,20.12,4.76
Iceland,2021-04-23,60-69,44.13,7.87
Iceland,2021-04-23,70-79,99.44,40.93
Iceland,2021-04-23,80+,98.88,97.75
Iceland,2021-04-30,18-24,10.74,2.12
Iceland,2021-04-30,25-49,15.59,4.61
Iceland,2021-04-30,50-59,39.23,6.02
Iceland,2021-04-30,60-69,88.78,13.19
Iceland,2021-04-30,70-79,100.6,42.19
Iceland,2021-04-30,80+,99.07,97.79
Iceland,2021-05-07,18-24,17.94,8.69
Iceland,2021-05-07,25-49,26.56,11.05
Iceland,2021-05-07,50-59,67.18,14.17
Iceland,2021-05-07,60-69,91.25,26.16
Iceland,2021-05-07,70-79,100.9,42.99
Iceland,2021-05-07,80+,99.14,97.87
Iceland,2021-05-14,18-24,20.09,10.25
Iceland,2021-05-14,25-49,29.84,13.36
Iceland,2021-05-14,50-59,71.69,17.93
Iceland,2021-05-14,60-69,91.96,36.71
Iceland,2021-05-14,70-79,101.1,43.31
Iceland,2021-05-14,80+,99.2,97.96
Iceland,2021-05-21,18-24,25.37,14.76
Iceland,2021-05-21,25-49,36.94,18.87
Iceland,2021-05-21,50-59,81.86,30.62
Iceland,2021-05-21,60-69,92.48,39.58
Iceland,2021-05-21,70-79,101.25,43.72
Iceland,2021-05-21,80+,99.27,98.01
Iceland,2021-05-28,18-24,27.03,17.69
Iceland,2021-05-28,25-49,40.52,23.2
Iceland,2021-05-28,50-59,83.97,38.16
Iceland,2021-05-28,60-69,94.11,41.24
Iceland,2021-05-28,70-79,102.16,45.91
Iceland,2021-05-28,80+,99.33,98.06
Iceland,2021-06-04,18-24,34.48,20.62
Iceland,2021-06-04,25-49,49.51,27.43
Iceland,2021-06-04,50-59,87.04,43.97
Iceland,2021-06-04,60-69,95.4,41.97
Iceland,2021-06-04,70-79,102.98,46.76
Iceland,2021-06-04,80+,99.55,98.11
Iceland,2021-06-11,18-24,55.13,30.5
Iceland,2021-06-11,25-49,62.69,36.22
Iceland,2021-06-11,50-59,88.21,49.99
Iceland,2021-06-11,60-69,95.84,45.95
Iceland,2021-06-11,70-79,103.39,80.11
Iceland,2021-06-11,80+,99.64,98.44
Iceland,2021-06-18,18-24,71.85,42.88
Iceland,2021-06-18,25-49,73.98,48.02
Iceland,2021-06-18,50-59,89.43,56.11
Iceland,2021-06-18,60-69,96.07,48.95
Iceland,2021-06-18,70-79,103.7,91.45
Iceland,2021-06-18,80+,99.65,98.56
Iceland,2021-06-25,18-24,81.59,54.59
Iceland,2021-06-25,25-49,81.95,58.44
Iceland,2021-06-25,50-59,91.25,58.99
Iceland,2021-06-25,60-69,97.3,54.24
Iceland,2021-06-25,70-79,104.56,96.36
Iceland,2021-06-25,80+,99.88,98.98
Iceland,2021-07-02,18-24,82.37,67.93
Iceland,2021-07-02,25-49,82.64,70.95
Iceland,2021-07-02,50-59,93.41,79.67
Iceland,2021-07-02,60-69,99.19,89.51
Iceland,2021-07-02,70-79,104.8,103.01
Iceland,2021-07-02,80+,99.92,99.33
Iceland,2021-07-09,18-24,83.92,76.03
Iceland,2021-07-09,25-49,83.82,75.89
Iceland,2021-07-09,50-59,94.01,84.07
Iceland,2021-07-09,60-69,99.63,91.82
Iceland,2021-07-09,70-79,104.94,103.67
Iceland,2021-07-09,80+,100.0,99.44
Ireland,2021-01-08,18-24,0.67,0.0
Ireland,2021-01-08,25-49,1.77,0.0
Ireland,2021-01-08,50-59,1.81,0.0
Ireland,2021-01-08,60-69,0.87,0.0
Ireland,2021-01-08,70-79,0.12,0.0
Ireland,2021-01-08,80+,0.47,0.0
Ireland,2021-01-15,18-24,1.25,0.0
Ireland,2021-01-15,25-49,3.06,0.0
Ireland,2021-01-15,50-59,3.49,0.0
Ireland,2021-01-15,60-69,1.99,0.0
Ireland,2021-01-15,70-79,0.8,0.0
Ireland,2021-01-15,80+,3.83,0.0
Ireland,2021-01-22,18-24,1.73,0.05
Ireland,2021-01-22,25-49,3.95,0.14
Ireland,2021-01-22,50-59,4.72,0.13
Ireland,2021-01-22,60-69,3.01,0.05
Ireland,2021-01-22,70-79,1.93,0.0
Ireland,2021-01-22,80+,10.0,0.0
Ireland,2021-01-29,18-24,1.78,0.67
Ireland,2021-01-29,25-49,4.07,1.76
Ireland,2021-01-29,50-59,4.88,1.81
Ireland,2021-01-29,60-69,3.26,0.88
Ireland,2021-01-29,70-79,2.21,0.12
Ireland,2021-01-29,80+,10.19,0.41
Ireland,2021-02-05,18-24,1.92,1.2
Ireland,2021-02-05,25-49,4.32,2.93
Ireland,2021-02-05,50-59,5.18,3.33
Ireland,2021-02-05,60-69,3.45,1.87
Ireland,2021-02-05,70-79,2.28,0.7
Ireland,2021-02-05,80+,10.38,3.36
Ireland,2021-02-12,18-24,2.28,1.22
Ireland,2021-02-12,25-49,5.09,3.03
Ireland,2021-02-12,50-59,6.21,3.45
Ireland,2021-02-12,60-69,4.18,1.96
Ireland,2021-02-12,70-79,2.74,0.74
Ireland,2021-02-12,80+,11.59,3.41
Ireland,2021-02-19,18-24,2.88,1.67
Ireland,2021-02-19,25-49,5.85,3.89
Ireland,2021-02-19,50-59,7.17,4.63
Ireland,2021-02-19,60-69,4.8,2.93
Ireland,2021-02-19,70-79,3.02,1.76
Ireland,2021-02-19,80+,21.76,8.95
Ireland,2021-02-26,18-24,3.68,1.78
Ireland,2021-02-26,25-49,7.0,4.09
Ireland,2021-02-26,50-59,8.62,4.9
Ireland,2021-02-26,60-69,5.81,3.25
Ireland,2021-02-26,70-79,4.29,2.07
Ireland,2021-02-26,80+,43.83,9.36
Ireland,2021-03-05,18-24,4.29,1.9
Ireland,2021-03-05,25-49,7.89,4.32
Ireland,2021-03-05,50-59,9.74,5.18
Ireland,2021-03-05,60-69,6.75,3.42
Ireland,2021-03-05,70-79,7.31,2.16
Ireland,2021-03-05,80+,66.46,9.7
Ireland,2021-03-12,18-24,5.04,2.0
Ireland,2021-03-12,25-49,8.9,4.54
Ireland,2021-03-12,50-59,11.06,5.51
Ireland,2021-03-12,60-69,7.89,3.74
Ireland,2021-03-12,70-79,10.41,2.64
Ireland,2021-03-12,80+,85.56,11.07
Ireland,2021-03-19,18-24,5.15,2.06
Ireland,2021-03-19,25-49,9.01,4.65
Ireland,2021-03-19,50-59,11.24,5.67
Ireland,2021-03-19,60-69,8.2,3.9
Ireland,2021-03-19,70-79,16.47,2.93
Ireland,2021-03-19,80+,97.81,20.23
Ireland,2021-03-26,18-24,5.97,2.11
Ireland,2021-03-26,25-49,10.04,4.73
Ireland,2021-03-26,50-59,12.77,5.8
Ireland,2021-03-26,60-69,9.99,4.12
Ireland,2021-03-26,70-79,29.37,4.11
Ireland,2021-03-26,80+,101.41,41.36
Ireland,2021-04-02,18-24,6.8,2.14
Ireland,2021-04-02,25-49,10.92,4.78
Ireland,2021-04-02,50-59,14.14,5.88
Ireland,2021-04-02,60-69,11.95,4.32
Ireland,2021-04-02,70-79,43.38,7.1
Ireland,2021-04-02,80+,103.75,63.35
Ireland,2021-04-09,18-24,7.44,2.16
Ireland,2021-04-09,25-49,11.68,4.81
Ireland,2021-04-09,50-59,15.53,5.93
Ireland,2021-04-09,60-69,14.21,4.45
Ireland,2021-04-09,70-79,58.86,9.98
Ireland,2021-04-09,80+,104.71,81.43
Ireland,2021-04-16,18-24,7.59,2.18
Ireland,2021-04-16,25-49,12.01,4.85
Ireland,2021-04-16,50-59,16.36,5.98
Ireland,2021-04-16,60-69,17.37,4.58
Ireland,2021-04-16,70-79,84.1,15.95
Ireland,2021-04-16,80+,105.47,93.02
Ireland,2021-04-23,18-24,8.0,2.21
Ireland,2021-04-23,25-49,12.82,4.88
Ireland,2021-04-23,50-59,18.77,6.05
Ireland,2021-04-23,60-69,30.81,4.78
Ireland,2021-04-23,70-79,99.2,28.53
Ireland,2021-04-23,80+,105.91,95.91
Ireland,2021-04-30,18-24,8.88,2.23
Ireland,2021-04-30,25-49,14.55,4.92
Ireland,2021-04-30,50-59,23.58,6.12
Ireland,2021-04-30,60-69,49.16,5.01
Ireland,2021-04-30,70-79,102.19,41.97
Ireland,2021-04-30,80+,106.21,97.68
Ireland,2021-05-07,18-24,9.83,2.27
Ireland,2021-05-07,25-49,16.32,5.0
Ireland,2021-05-07,50-59,28.25,6.35
Ireland,2021-05-07,60-69,75.48,5.72
Ireland,2021-05-07,70-79,102.96,57.11
Ireland,2021-05-07,80+,106.37,98.28
Ireland,2021-05-14,18-24,10.75,2.42
Ireland,2021-05-14,25-49,17.91,5.29
Ireland,2021-05-14,50-59,47.11,7.16
Ireland,2021-05-14,60-69,89.7,8.17
Ireland,2021-05-14,70-79,103.5,81.58
Ireland,2021-05-14,80+,106.48,98.77
Ireland,2021-05-21,18-24,11.77,2.95
Ireland,2021-05-21,25-49,19.96,6.21
Ireland,2021-05-21,50-59,76.12,15.85
Ireland,2021-05-21,60-69,92.52,11.02
Ireland,2021-05-21,70-79,103.77,94.01
Ireland,2021-05-21,80+,106.55,99.03
Ireland,2021-05-28,18-24,13.09,4.73
Ireland,2021-05-28,25-49,25.39,9.39
Ireland,2021-05-28,50-59,86.9,24.86
Ireland,2021-05-28,60-69,94.24,13.52
Ireland,2021-05-28,70-79,103.96,96.36
Ireland,2021-05-28,80+,106.61,99.22
Ireland,2021-06-04,18-24,14.31,6.52
Ireland,2021-06-04,25-49,32.51,12.26
Ireland,2021-06-04,50-59,90.87,32.2
Ireland,2021-06-04,60-69,95.2,15.81
Ireland,2021-06-04,70-79,104.09,96.99
Ireland,2021-06-04,80+,106.67,99.36
Ireland,2021-06-11,18-24,15.53,7.7
Ireland,2021-06-11,25-49,40.23,14.17
Ireland,2021-06-11,50-59,92.3,45.68
Ireland,2021-06-11,60-69,95.67,18.17
Ireland,2021-06-11,70-79,104.19,97.46
Ireland,2021-06-11,80+,106.7,99.47
Ireland,2021-06-18,18-24,16.67,10.03
Ireland,2021-06-18,25-49,44.71,17.85
Ireland,2021-06-18,50-59,92.97,68.91
Ireland,2021-06-18,60-69,96.05,27.81
Ireland,2021-06-18,70-79,104.31,98.6
Ireland,2021-06-18,80+,106.74,99.58
Ireland,2021-06-25,18-24,18.06,12.17
Ireland,2021-06-25,25-49,49.82,22.74
Ireland,2021-06-25,50-59,93.61,81.92
Ireland,2021-06-25,60-69,96.54,45.9
Ireland,2021-06-25,70-79,104.44,99.77
Ireland,2021-06-25,80+,106.78,99.68
Ireland,2021-07-02,18-24,19.61,13.73
Ireland,2021-07-02,25-49,55.82,29.29
Ireland,2021-07-02,50-59,94.11,85.96
Ireland,2021-07-02,60-69,96.91,65.73
Ireland,2021-07-02,70-79,104.51,100.21
Ireland,2021-07-02,80+,106.82,99.77
Ireland,2021-07-09,18-24,24.99,18.31
Ireland,2021-07-09,25-49,61.51,37.39
Ireland,2021-07-09,50-59,94.61,89.7
Ireland,2021-07-09,60-69,97.29,85.32
Ireland,2021-07-09,70-79,104.59,100.5
Ireland,2021-07-09,80+,106.86,99.83
Ireland,2021-07-16,18-24,32.5,24.69
Ireland,2021-07-16,25-49,69.05,45.61
Ireland,2021-07-16,50-59,94.99,92.17
Ireland,2021-07-16,60-69,97.55,94.43
Ireland,2021-07-16,70-79,104.65,100.66
Ireland,2021-07-16,80+,106.9,99.88
Ireland,2021-07-20,18-24,34.95,26.65
Ireland,2021-07-20,25-49,72.02,47.51
Ireland,2021-07-20,50-59,95.12,92.53
Ireland,2021-07-20,60-69,97.63,94.57
Ireland,2021-07-20,70-79,104.67,100.68
Ireland,2021-07-20,80+,106.91,99.89
Italy,2021-01-01,18-24,0.0,0.0
Italy,2021-01-01,25-49,0.02,0.0
Italy,2021-01-01,50-59,0.02,0.0
Italy,2021-01-01,60-69,0.02,0.0
Italy,2021-01-01,70-79,0.0,0.0
Italy,2021-01-01,80+,0.0,0.0
Italy,2021-04-02,18-24,3.44,2.08
Italy,2021-04-02,25-49,8.67,4.58
Italy,2021-04-02,50-59,11.27,5.44
Italy,2021-04-02,60-69,9.9,4.64
Italy,2021-04-02,70-79,13.66,2.06
Italy,2021-04-02,80+,62.15,34.36
Italy,2021-04-09,18-24,3.87,2.2
Italy,2021-04-09,25-49,9.36,4.78
Italy,2021-04-09,50-59,12.4,5.73
Italy,2021-04-09,60-69,12.17,5.05
Italy,2021-04-09,70-79,22.63,2.76
Italy,2021-04-09,80+,73.52,41.87
Italy,2021-04-16,18-24,4.24,2.34
Italy,2021-04-16,25-49,9.95,5.0
Italy,2021-04-16,50-59,13.53,6.11
Italy,2021-04-16,60-69,16.36,5.7
Italy,2021-04-16,70-79,36.46,4.15
Italy,2021-04-16,80+,79.67,49.23
Italy,2021-04-23,18-24,4.64,2.52
Italy,2021-04-23,25-49,10.59,5.28
Italy,2021-04-23,50-59,14.75,6.63
Italy,2021-04-23,60-69,22.64,6.76
Italy,2021-04-23,70-79,50.37,6.67
Italy,2021-04-23,80+,83.98,58.25
Italy,2021-04-30,18-24,5.38,2.79
Italy,2021-04-30,25-49,11.54,5.74
Italy,2021-04-30,50-59,17.0,7.47
Italy,2021-04-30,60-69,32.66,8.63
Italy,2021-04-30,70-79,62.84,10.84
Italy,2021-04-30,80+,86.37,68.81
Italy,2021-05-07,18-24,6.27,3.22
Italy,2021-05-07,25-49,12.73,6.6
Italy,2021-05-07,50-59,21.06,8.91
Italy,2021-05-07,60-69,45.66,11.48
Italy,2021-05-07,70-79,71.72,16.36
Italy,2021-05-07,80+,87.96,75.4
Italy,2021-05-14,18-24,7.5,3.66
Italy,2021-05-14,25-49,14.31,7.67
Italy,2021-05-14,50-59,27.84,10.84
Italy,2021-05-14,60-69,57.64,14.89
Italy,2021-05-14,70-79,76.71,22.99
Italy,2021-05-14,80+,89.22,79.43
Italy,2021-05-21,18-24,8.85,4.46
Italy,2021-05-21,25-49,16.68,9.25
Italy,2021-05-21,50-59,35.57,13.97
Italy,2021-05-21,60-69,65.33,21.19
Italy,2021-05-21,70-79,80.03,28.94
Italy,2021-05-21,80+,90.23,81.69
Italy,2021-05-28,18-24,10.52,5.55
Italy,2021-05-28,25-49,19.56,11.14
Italy,2021-05-28,50-59,44.17,18.4
Italy,2021-05-28,60-69,71.11,27.6
Italy,2021-05-28,70-79,82.22,34.17
Italy,2021-05-28,80+,91.06,83.31
Italy,2021-06-04,18-24,16.77,6.95
Italy,2021-06-04,25-49,25.39,12.59
Italy,2021-06-04,50-59,55.91,21.69
Italy,2021-06-04,60-69,75.06,31.16
Italy,2021-06-04,70-79,83.8,37.46
Italy,2021-06-04,80+,91.68,84.45
Italy,2021-06-11,18-24,23.59,7.72
Italy,2021-06-11,25-49,34.09,13.84
Italy,2021-06-11,50-59,64.95,24.01
Italy,2021-06-11,60-69,77.83,34.22
Italy,2021-06-11,70-79,85.07,41.03
Italy,2021-06-11,80+,92.26,85.38
Italy,2021-06-18,18-24,28.9,8.79
Italy,2021-06-18,25-49,41.1,15.49
Italy,2021-06-18,50-59,68.47,29.0
Italy,2021-06-18,60-69,79.17,40.85
Italy,2021-06-18,70-79,85.76,46.78
Italy,2021-06-18,80+,92.62,86.58
Italy,2021-06-25,18-24,35.61,10.05
Italy,2021-06-25,25-49,47.4,17.61
Italy,2021-06-25,50-59,70.64,36.15
Italy,2021-06-25,60-69,80.15,46.66
Italy,2021-06-25,70-79,86.3,53.57
Italy,2021-06-25,80+,92.91,87.72
Italy,2021-07-02,18-24,43.33,11.91
Italy,2021-07-02,25-49,51.6,20.37
Italy,2021-07-02,50-59,72.06,43.43
Italy,2021-07-02,60-69,80.93,51.74
Italy,2021-07-02,70-79,86.75,62.87
Italy,2021-07-02,80+,93.13,88.65
Italy,2021-07-09,18-24,48.41,16.13
Italy,2021-07-09,25-49,53.94,25.03
Italy,2021-07-09,50-59,72.88,52.56
Italy,2021-07-09,60-69,81.47,57.8
Italy,2021-07-09,70-79,87.09,71.07
Italy,2021-07-09,80+,93.3,89.29
Italy,2021-07-16,18-24,51.38,21.49
Italy,2021-07-16,25-49,55.66,32.36
Italy,2021-07-16,50-59,73.54,60.21
Italy,2021-07-16,60-69,81.96,64.33
Italy,2021-07-16,70-79,87.4,76.61
Italy,2021-07-16,80+,93.46,89.78
Italy,2021-07-20,18-24,53.05,23.85
Italy,2021-07-20,25-49,56.53,35.33
Italy,2021-07-20,50-59,73.87,62.17
Italy,2021-07-20,60-69,82.2,67.2
Italy,2021-07-20,70-79,87.55,78.6
Italy,2021-07-20,80+,93.53,89.93
Jersey,2021-04-04,50-54,82.0,16.0
Jersey,2021-04-04,55-59,91.0,33.0
Jersey,2021-04-04,60-64,95.0,37.0
Jersey,2021-04-04,65-69,90.0,67.0
Jersey,2021-04-04,70-74,96.0,60.0
Jersey,2021-04-04,75-79,97.0,72.0
Jersey,2021-04-04,80+,100.0,86.0
Jersey,2021-04-11,0-17,0.0,0.0
Jersey,2021-04-11,18-29,10.0,5.0
Jersey,2021-04-11,30-39,13.0,7.0
Jersey,2021-04-11,40-49,23.0,12.0
Jersey,2021-04-11,50-54,83.0,17.0
Jersey,2021-04-11,55-59,91.0,45.0
Jersey,2021-04-11,60-64,95.0,40.0
Jersey,2021-04-11,65-69,91.0,73.0
Jersey,2021-04-11,70-74,96.0,66.0
Jersey,2021-04-11,75-79,97.0,81.0
Jersey,2021-04-11,80+,100.0,90.0
Jersey,2021-04-18,0-17,0.0,0.0
Jersey,2021-04-18,18-29,10.0,6.0
Jersey,2021-04-18,30-39,14.0,8.0
Jersey,2021-04-18,40-49,48.0,14.0
Jersey,2021-04-18,50-54,83.0,19.0
Jersey,2021-04-18,55-59,92.0,47.0
Jersey,2021-04-18,60-64,95.0,43.0
Jersey,2021-04-18,65-69,91.0,77.0
Jersey,2021-04-18,70-74,96.0,75.0
Jersey,2021-04-18,75-79,98.0,87.0
Jersey,2021-04-18,80+,100.0,95.0
Jersey,2021-04-25,0-17,0.0,0.0
Jersey,2021-04-25,18-29,10.0,6.0
Jersey,2021-04-25,30-39,14.0,9.0
Jersey,2021-04-25,40-49,65.0,15.0
Jersey,2021-04-25,50-54,85.0,23.0
Jersey,2021-04-25,55-59,93.0,53.0
Jersey,2021-04-25,60-64,96.0,50.0
Jersey,2021-04-25,65-69,91.0,80.0
Jersey,2021-04-25,70-74,96.0,84.0
Jersey,2021-04-25,75-79,98.0,91.0
Jersey,2021-04-25,80+,100.0,98.0
Jersey,2021-05-02,0-17,0.0,0.0
Jersey,2021-05-02,18-29,10.0,1.0
Jersey,2021-05-02,30-39,14.0,11.0
Jersey,2021-05-02,40-49,67.0,18.0
Jersey,2021-05-02,50-54,85.0,30.0
Jersey,2021-05-02,55-59,93.0,63.0
Jersey,2021-05-02,60-64,96.0,83.0
Jersey,2021-05-02,65-69,92.0,85.0
Jersey,2021-05-02,70-74,96.0,91.0
Jersey,2021-05-02,75-79,99.0,95.0
Jersey,2021-05-02,80+,100.0,99.0
Jersey,2021-05-12,0-17,1.0,1.0
Jersey,2021-05-12,18-29,10.0,8.0
Jersey,2021-05-12,30-39,26.0,12.0
Jersey,2021-05-12,40-49,71.0,19.0
Jersey,2021-05-12,50-54,87.0,47.0
Jersey,2021-05-12,55-59,94.0,76.0
Jersey,2021-05-12,60-64,97.0,87.0
Jersey,2021-05-12,65-69,92.0,87.0
Jersey,2021-05-12,70-74,97.0,93.0
Jersey,2021-05-12,75-79,99.0,96.0
Jersey,2021-05-12,80+,100.0,100.0
Jersey,2021-05-16,0-17,1.0,1.0
Jersey,2021-05-16,18-29,10.0,8.0
Jersey,2021-05-16,30-39,33.0,12.0
Jersey,2021-05-16,40-49,73.0,19.0
Jersey,2021-05-16,50-54,87.0,58.0
Jersey,2021-05-16,55-59,94.0,80.0
Jersey,2021-05-16,60-64,97.0,88.0
Jersey,2021-05-16,65-69,92.0,88.0
Jersey,2021-05-16,70-74,97.0,93.0
Jersey,2021-05-16,75-79,99.0,96.0
Jersey,2021-05-16,80+,100.0,100.0
Jersey,2021-05-19,0-17,1.0,1.0
Jersey,2021-05-19,18-29,10.0,8.0
Jersey,2021-05-19,30-39,46.0,12.0
Jersey,2021-05-19,40-49,74.0,19.0
Jersey,2021-05-19,50-54,87.0,58.0
Jersey,2021-05-19,55-59,95.0,80.0
Jersey,2021-05-19,60-64,97.0,89.0
Jersey,2021-05-19,65-69,92.0,88.0
Jersey,2021-05-19,70-74,97.0,94.0
Jersey,2021-05-19,75-79,99.0,96.0
Jersey,2021-05-19,80+,100.0,100.0
Jersey,2021-05-23,0-17,0.0,0.0
Jersey,2021-05-23,18-29,11.0,9.0
Jersey,2021-05-23,30-39,46.0,13.0
Jersey,2021-05-23,40-49,74.0,24.0
Jersey,2021-05-23,50-54,87.0,74.0
Jersey,2021-05-23,55-59,95.0,87.0
Jersey,2021-05-23,60-64,97.0,92.0
Jersey,2021-05-23,65-69,92.0,89.0
Jersey,2021-05-23,70-74,97.0,95.0
Jersey,2021-05-23,75-79,99.0,97.0
Jersey,2021-05-23,80+,100.0,100.0
Jersey,2021-05-26,0-17,0.0,0.0
Jersey,2021-05-26,18-29,11.0,9.0
Jersey,2021-05-26,30-39,50.0,13.0
Jersey,2021-05-26,40-49,75.0,34.0
Jersey,2021-05-26,50-54,88.0,76.0
Jersey,2021-05-26,55-59,95.0,88.0
Jersey,2021-05-26,60-64,97.0,93.0
Jersey,2021-05-26,65-69,92.0,90.0
Jersey,2021-05-26,70-74,97.0,95.0
Jersey,2021-05-26,75-79,99.0,97.0
Jersey,2021-05-26,80+,100.0,100.0
Jersey,2021-05-30,0-17,0.0,0.0
Jersey,2021-05-30,18-29,11.0,9.0
Jersey,2021-05-30,30-39,54.0,13.0
Jersey,2021-05-30,40-49,76.0,42.0
Jersey,2021-05-30,50-54,88.0,80.0
Jersey,2021-05-30,55-59,95.0,90.0
Jersey,2021-05-30,60-64,97.0,94.0
Jersey,2021-05-30,65-69,92.0,91.0
Jersey,2021-05-30,70-74,97.0,95.0
Jersey,2021-05-30,75-79,99.0,97.0
Jersey,2021-05-30,80+,100.0,100.0
Jersey,2021-06-02,0-17,0.0,0.0
Jersey,2021-06-02,18-29,11.0,9.0
Jersey,2021-06-02,30-39,55.0,13.0
Jersey,2021-06-02,40-49,77.0,54.0
Jersey,2021-06-02,50-54,88.0,82.0
Jersey,2021-06-02,55-59,95.0,91.0
Jersey,2021-06-02,60-64,97.0,94.0
